level_0,0
SFO,"{'EWR': {'FLIGHT_VOLUME': 5885.0, 'ARR_DELAY': 12.875615972812234}, 'RDU': {'FLIGHT_VOLUME': 1011.0, 'ARR_DELAY': 5.114737883283877}, 'EUG': {'FLIGHT_VOLUME': 1495.0, 'ARR_DELAY': 7.481605351170568}, 'IAD': {'FLIGHT_VOLUME': 3284.0, 'ARR_DELAY': 4.881851400730816}, 'BOS': {'FLIGHT_VOLUME': 5336.0, 'ARR_DELAY': 8.749062968515743}, 'SAT': {'FLIGHT_VOLUME': 369.0, 'ARR_DELAY': 5.084010840108401}, 'IAH': {'FLIGHT_VOLUME': 3295.0, 'ARR_DELAY': 3.501062215477997}, 'LAS': {'FLIGHT_VOLUME': 7880.0, 'ARR_DELAY': 6.841751269035533}, 'PHX': {'FLIGHT_VOLUME': 5167.0, 'ARR_DELAY': 8.070059996129283}, 'CLE': {'FLIGHT_VOLUME': 542.0, 'ARR_DELAY': 8.691881918819188}, 'DEN': {'FLIGHT_VOLUME': 6055.0, 'ARR_DELAY': 7.227250206440958}, 'SMF': {'FLIGHT_VOLUME': 1792.0, 'ARR_DELAY': 7.909040178571429}, 'SAN': {'FLIGHT_VOLUME': 7990.0, 'ARR_DELAY': 6.682102628285357}, 'MCO': {'FLIGHT_VOLUME': 1496.0, 'ARR_DELAY': 1.911096256684492}, 'FLL': {'FLIGHT_VOLUME': 1329.0, 'ARR_DELAY': 4.610985703536493}, 'PIT': {'FLIGHT_VOLUME': 449.0, 'ARR_DELAY': 1.1069042316258353}, 'SEA': {'FLIGHT_VOLUME': 9178.0, 'ARR_DELAY': 11.937459141425148}, 'DTW': {'FLIGHT_VOLUME': 1778.0, 'ARR_DELAY': -3.154105736782902}, 'BNA': {'FLIGHT_VOLUME': 1007.0, 'ARR_DELAY': 4.779543197616683}, 'RNO': {'FLIGHT_VOLUME': 1490.0, 'ARR_DELAY': 13.175838926174496}, 'MCI': {'FLIGHT_VOLUME': 984.0, 'ARR_DELAY': 5.610772357723577}, 'ORD': {'FLIGHT_VOLUME': 7021.0, 'ARR_DELAY': 7.201680672268908}, 'MSY': {'FLIGHT_VOLUME': 823.0, 'ARR_DELAY': -2.273390036452005}, 'MSN': {'FLIGHT_VOLUME': 208.0, 'ARR_DELAY': -7.072115384615385}, 'DFW': {'FLIGHT_VOLUME': 4487.0, 'ARR_DELAY': 5.547581903276131}, 'LAX': {'FLIGHT_VOLUME': 15158.0, 'ARR_DELAY': 7.900712495052118}, 'ONT': {'FLIGHT_VOLUME': 1917.0, 'ARR_DELAY': 3.5492957746478875}, 'SNA': {'FLIGHT_VOLUME': 3779.0, 'ARR_DELAY': 3.0357237364382113}, 'PDX': {'FLIGHT_VOLUME': 6128.0, 'ARR_DELAY': 5.1543733681462145}, 'MIA': {'FLIGHT_VOLUME': 1802.0, 'ARR_DELAY': 6.139289678135405}, 'MSP': {'FLIGHT_VOLUME': 2736.0, 'ARR_DELAY': -3.483187134502924}, 'CVG': {'FLIGHT_VOLUME': 656.0, 'ARR_DELAY': -3.4786585365853657}, 'AUS': {'FLIGHT_VOLUME': 2389.0, 'ARR_DELAY': 5.3319380493930515}, 'IND': {'FLIGHT_VOLUME': 867.0, 'ARR_DELAY': 3.1453287197231834}, 'TPA': {'FLIGHT_VOLUME': 382.0, 'ARR_DELAY': 9.319371727748692}, 'BWI': {'FLIGHT_VOLUME': 979.0, 'ARR_DELAY': 2.028600612870276}, 'DCA': {'FLIGHT_VOLUME': 727.0, 'ARR_DELAY': 6.504814305364512}, 'PHL': {'FLIGHT_VOLUME': 2495.0, 'ARR_DELAY': 1.0809619238476953}, 'SBA': {'FLIGHT_VOLUME': 2086.0, 'ARR_DELAY': 11.745445829338447}, 'ATL': {'FLIGHT_VOLUME': 3279.0, 'ARR_DELAY': -0.13845684659957305}, 'BDL': {'FLIGHT_VOLUME': 90.0, 'ARR_DELAY': 8.055555555555555}, 'ABQ': {'FLIGHT_VOLUME': 1000.0, 'ARR_DELAY': 5.776}, 'DSM': {'FLIGHT_VOLUME': 70.0, 'ARR_DELAY': 51.642857142857146}, 'KOA': {'FLIGHT_VOLUME': 1315.0, 'ARR_DELAY': 1.711787072243346}, 'SLC': {'FLIGHT_VOLUME': 3806.0, 'ARR_DELAY': 7.281923279033106}, 'OGG': {'FLIGHT_VOLUME': 2352.0, 'ARR_DELAY': 4.287840136054422}, 'FAT': {'FLIGHT_VOLUME': 1418.0, 'ARR_DELAY': 10.73836389280677}, 'LIH': {'FLIGHT_VOLUME': 687.0, 'ARR_DELAY': -0.7612809315866085}, 'HNL': {'FLIGHT_VOLUME': 2559.0, 'ARR_DELAY': 8.344665885111372}, 'BUR': {'FLIGHT_VOLUME': 3407.0, 'ARR_DELAY': 10.546815380099794}, 'OKC': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 9.252054794520548}, 'STL': {'FLIGHT_VOLUME': 1007.0, 'ARR_DELAY': 6.476663356504469}, 'OMA': {'FLIGHT_VOLUME': 435.0, 'ARR_DELAY': 3.1517241379310343}, 'PSP': {'FLIGHT_VOLUME': 2475.0, 'ARR_DELAY': 7.7531313131313135}, 'ANC': {'FLIGHT_VOLUME': 101.0, 'ARR_DELAY': -3.8118811881188117}, 'MFR': {'FLIGHT_VOLUME': 1627.0, 'ARR_DELAY': 9.950215119852489}, 'TUS': {'FLIGHT_VOLUME': 952.0, 'ARR_DELAY': 9.929621848739496}, 'GEG': {'FLIGHT_VOLUME': 759.0, 'ARR_DELAY': 9.74703557312253}, 'BZN': {'FLIGHT_VOLUME': 405.0, 'ARR_DELAY': 4.069135802469136}, 'BOI': {'FLIGHT_VOLUME': 1792.0, 'ARR_DELAY': 6.290736607142857}, 'CLT': {'FLIGHT_VOLUME': 1853.0, 'ARR_DELAY': -2.1246627091203454}, 'MKE': {'FLIGHT_VOLUME': 61.0, 'ARR_DELAY': 14.163934426229508}, 'JAC': {'FLIGHT_VOLUME': 215.0, 'ARR_DELAY': 12.95813953488372}, 'XNA': {'FLIGHT_VOLUME': 349.0, 'ARR_DELAY': 10.9054441260745}, 'SDF': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': 8.5}, 'MTJ': {'FLIGHT_VOLUME': 52.0, 'ARR_DELAY': 8.5}, 'MDW': {'FLIGHT_VOLUME': 810.0, 'ARR_DELAY': 0.8049382716049382}, 'MSO': {'FLIGHT_VOLUME': 130.0, 'ARR_DELAY': 2.3230769230769233}, 'PSC': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 10.553424657534247}, 'FCA': {'FLIGHT_VOLUME': 101.0, 'ARR_DELAY': 12.207920792079207}, 'MRY': {'FLIGHT_VOLUME': 726.0, 'ARR_DELAY': 4.366391184573002}, 'JFK': {'FLIGHT_VOLUME': 7825.0, 'ARR_DELAY': 4.781725239616613}, 'ASE': {'FLIGHT_VOLUME': 348.0, 'ARR_DELAY': 18.45977011494253}, 'RDM': {'FLIGHT_VOLUME': 1607.0, 'ARR_DELAY': 7.083385189794648}, 'HDN': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': -9.214285714285714}, 'ACV': {'FLIGHT_VOLUME': 1270.0, 'ARR_DELAY': 6.61496062992126}, 'SBP': {'FLIGHT_VOLUME': 1386.0, 'ARR_DELAY': 6.77994227994228}, 'OTH': {'FLIGHT_VOLUME': 337.0, 'ARR_DELAY': 22.551928783382788}, 'RDD': {'FLIGHT_VOLUME': 1169.0, 'ARR_DELAY': 5.480752780153978}, 'STS': {'FLIGHT_VOLUME': 856.0, 'ARR_DELAY': 1.858644859813084}, 'BFL': {'FLIGHT_VOLUME': 584.0, 'ARR_DELAY': 0.02054794520547945}, 'LGB': {'FLIGHT_VOLUME': 1408.0, 'ARR_DELAY': 10.791903409090908}, 'EGE': {'FLIGHT_VOLUME': 32.0, 'ARR_DELAY': 18.75}, 'DAL': {'FLIGHT_VOLUME': 1718.0, 'ARR_DELAY': 7.650756693830035}, 'SUN': {'FLIGHT_VOLUME': 173.0, 'ARR_DELAY': -0.2947976878612717}, 'MMH': {'FLIGHT_VOLUME': 105.0, 'ARR_DELAY': 18.495238095238093}}"
SGF,"{'IAH': {'FLIGHT_VOLUME': 688.0, 'ARR_DELAY': 7.742732558139535}, 'LAS': {'FLIGHT_VOLUME': 121.0, 'ARR_DELAY': 7.4958677685950414}, 'DEN': {'FLIGHT_VOLUME': 610.0, 'ARR_DELAY': 9.398360655737704}, 'ORD': {'FLIGHT_VOLUME': 1736.0, 'ARR_DELAY': 11.163594470046084}, 'DFW': {'FLIGHT_VOLUME': 2489.0, 'ARR_DELAY': 9.16030534351145}, 'LAX': {'FLIGHT_VOLUME': 119.0, 'ARR_DELAY': 2.0756302521008405}, 'ATL': {'FLIGHT_VOLUME': 1380.0, 'ARR_DELAY': 9.196376811594202}, 'CLT': {'FLIGHT_VOLUME': 909.0, 'ARR_DELAY': 8.404840484048405}, 'VPS': {'FLIGHT_VOLUME': 83.0, 'ARR_DELAY': 7.626506024096385}, 'SFB': {'FLIGHT_VOLUME': 157.0, 'ARR_DELAY': 17.840764331210192}, 'PIE': {'FLIGHT_VOLUME': 153.0, 'ARR_DELAY': 15.222222222222221}, 'PGD': {'FLIGHT_VOLUME': 31.0, 'ARR_DELAY': 28.129032258064516}, 'AZA': {'FLIGHT_VOLUME': 143.0, 'ARR_DELAY': 19.46853146853147}}"
SGU,"{'PHX': {'FLIGHT_VOLUME': 821.0, 'ARR_DELAY': -6.404384896467723}, 'DEN': {'FLIGHT_VOLUME': 706.0, 'ARR_DELAY': 4.45042492917847}, 'LAX': {'FLIGHT_VOLUME': 368.0, 'ARR_DELAY': -3.8097826086956523}, 'SLC': {'FLIGHT_VOLUME': 1336.0, 'ARR_DELAY': 1.2754491017964071}, 'AZA': {'FLIGHT_VOLUME': 16.0, 'ARR_DELAY': 6.875}}"
SHD,"{'IAD': {'FLIGHT_VOLUME': 402.0, 'ARR_DELAY': 14.567164179104477}, 'ORD': {'FLIGHT_VOLUME': 77.0, 'ARR_DELAY': 25.09090909090909}, 'LWB': {'FLIGHT_VOLUME': 183.0, 'ARR_DELAY': 9.05464480874317}}"
SHV,"{'IAH': {'FLIGHT_VOLUME': 1356.0, 'ARR_DELAY': 1.9085545722713864}, 'LAS': {'FLIGHT_VOLUME': 121.0, 'ARR_DELAY': 17.96694214876033}, 'DEN': {'FLIGHT_VOLUME': 364.0, 'ARR_DELAY': 9.821428571428571}, 'DFW': {'FLIGHT_VOLUME': 1969.0, 'ARR_DELAY': 5.515490096495683}, 'ATL': {'FLIGHT_VOLUME': 2130.0, 'ARR_DELAY': 6.149765258215963}, 'CLT': {'FLIGHT_VOLUME': 728.0, 'ARR_DELAY': 6.145604395604396}, 'SFB': {'FLIGHT_VOLUME': 26.0, 'ARR_DELAY': 15.5}}"
SIT,"{'SEA': {'FLIGHT_VOLUME': 312.0, 'ARR_DELAY': -4.448717948717949}, 'ANC': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': -16.0}, 'KTN': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -5.238356164383561}, 'JNU': {'FLIGHT_VOLUME': 663.0, 'ARR_DELAY': -2.5776772247360484}}"
SJC,"{'EWR': {'FLIGHT_VOLUME': 612.0, 'ARR_DELAY': 12.88562091503268}, 'BOS': {'FLIGHT_VOLUME': 286.0, 'ARR_DELAY': 24.384615384615383}, 'SAT': {'FLIGHT_VOLUME': 64.0, 'ARR_DELAY': 22.4375}, 'IAH': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -1.1424657534246576}, 'LAS': {'FLIGHT_VOLUME': 3404.0, 'ARR_DELAY': 6.339600470035252}, 'PHX': {'FLIGHT_VOLUME': 3706.0, 'ARR_DELAY': 2.7698327037236914}, 'DEN': {'FLIGHT_VOLUME': 2377.0, 'ARR_DELAY': 5.044594026083298}, 'SAN': {'FLIGHT_VOLUME': 5385.0, 'ARR_DELAY': 2.7701021355617454}, 'MCO': {'FLIGHT_VOLUME': 237.0, 'ARR_DELAY': 19.852320675105485}, 'SEA': {'FLIGHT_VOLUME': 4164.0, 'ARR_DELAY': 5.0350624399615755}, 'DTW': {'FLIGHT_VOLUME': 38.0, 'ARR_DELAY': 4.368421052631579}, 'RNO': {'FLIGHT_VOLUME': 751.0, 'ARR_DELAY': 4.624500665778961}, 'MCI': {'FLIGHT_VOLUME': 15.0, 'ARR_DELAY': 19.066666666666666}, 'ORD': {'FLIGHT_VOLUME': 1278.0, 'ARR_DELAY': 2.7535211267605635}, 'MSY': {'FLIGHT_VOLUME': 18.0, 'ARR_DELAY': -0.7222222222222222}, 'DFW': {'FLIGHT_VOLUME': 1423.0, 'ARR_DELAY': 5.040056219255095}, 'LAX': {'FLIGHT_VOLUME': 5068.0, 'ARR_DELAY': 5.4106156274664565}, 'ONT': {'FLIGHT_VOLUME': 1551.0, 'ARR_DELAY': 6.411992263056093}, 'SNA': {'FLIGHT_VOLUME': 4313.0, 'ARR_DELAY': 2.159749594249942}, 'PDX': {'FLIGHT_VOLUME': 3185.0, 'ARR_DELAY': 2.3714285714285714}, 'MSP': {'FLIGHT_VOLUME': 665.0, 'ARR_DELAY': -5.311278195488722}, 'CVG': {'FLIGHT_VOLUME': 95.0, 'ARR_DELAY': 20.610526315789475}, 'AUS': {'FLIGHT_VOLUME': 1292.0, 'ARR_DELAY': 6.356037151702786}, 'BWI': {'FLIGHT_VOLUME': 361.0, 'ARR_DELAY': -3.8781163434903045}, 'ATL': {'FLIGHT_VOLUME': 1100.0, 'ARR_DELAY': -0.7081818181818181}, 'ABQ': {'FLIGHT_VOLUME': 53.0, 'ARR_DELAY': 11.39622641509434}, 'KOA': {'FLIGHT_VOLUME': 237.0, 'ARR_DELAY': -5.523206751054852}, 'SLC': {'FLIGHT_VOLUME': 2180.0, 'ARR_DELAY': -1.3477064220183486}, 'OGG': {'FLIGHT_VOLUME': 699.0, 'ARR_DELAY': 2.340486409155937}, 'LIH': {'FLIGHT_VOLUME': 287.0, 'ARR_DELAY': -3.3902439024390243}, 'HNL': {'FLIGHT_VOLUME': 615.0, 'ARR_DELAY': 3.3821138211382116}, 'BUR': {'FLIGHT_VOLUME': 3541.0, 'ARR_DELAY': 5.131036430386897}, 'STL': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': 3.496268656716418}, 'TUS': {'FLIGHT_VOLUME': 419.0, 'ARR_DELAY': -4.272076372315036}, 'GEG': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': 9.567164179104477}, 'BOI': {'FLIGHT_VOLUME': 400.0, 'ARR_DELAY': 0.3575}, 'CLT': {'FLIGHT_VOLUME': 179.0, 'ARR_DELAY': 9.268156424581006}, 'TUL': {'FLIGHT_VOLUME': 63.0, 'ARR_DELAY': 31.523809523809526}, 'MDW': {'FLIGHT_VOLUME': 501.0, 'ARR_DELAY': 0.6467065868263473}, 'JFK': {'FLIGHT_VOLUME': 700.0, 'ARR_DELAY': 5.048571428571429}, 'HOU': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': 5.242537313432836}, 'LGB': {'FLIGHT_VOLUME': 1224.0, 'ARR_DELAY': 1.908496732026144}, 'DAL': {'FLIGHT_VOLUME': 970.0, 'ARR_DELAY': 5.979381443298969}}"
SJT,"{'DFW': {'FLIGHT_VOLUME': 1433.0, 'ARR_DELAY': 1.3803210048848569}}"
SJU,"{'EWR': {'FLIGHT_VOLUME': 1206.0, 'ARR_DELAY': 18.207296849087893}, 'RDU': {'FLIGHT_VOLUME': 91.0, 'ARR_DELAY': 18.714285714285715}, 'IAD': {'FLIGHT_VOLUME': 233.0, 'ARR_DELAY': -2.3390557939914163}, 'BOS': {'FLIGHT_VOLUME': 886.0, 'ARR_DELAY': 17.563205417607225}, 'IAH': {'FLIGHT_VOLUME': 526.0, 'ARR_DELAY': -1.285171102661597}, 'MCO': {'FLIGHT_VOLUME': 4527.0, 'ARR_DELAY': 6.859951402694941}, 'FLL': {'FLIGHT_VOLUME': 3244.0, 'ARR_DELAY': 5.018187422934648}, 'PIT': {'FLIGHT_VOLUME': 3.0, 'ARR_DELAY': 26.0}, 'ORD': {'FLIGHT_VOLUME': 737.0, 'ARR_DELAY': -1.5522388059701493}, 'DFW': {'FLIGHT_VOLUME': 597.0, 'ARR_DELAY': -5.415410385259632}, 'MIA': {'FLIGHT_VOLUME': 2314.0, 'ARR_DELAY': 5.52895419187554}, 'MSP': {'FLIGHT_VOLUME': 2.0, 'ARR_DELAY': 7.0}, 'CVG': {'FLIGHT_VOLUME': 3.0, 'ARR_DELAY': 20.0}, 'TPA': {'FLIGHT_VOLUME': 1032.0, 'ARR_DELAY': 8.46608527131783}, 'BWI': {'FLIGHT_VOLUME': 681.0, 'ARR_DELAY': 0.8722466960352423}, 'DCA': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 15.813698630136987}, 'PHL': {'FLIGHT_VOLUME': 1112.0, 'ARR_DELAY': 8.777877697841726}, 'ATL': {'FLIGHT_VOLUME': 1367.0, 'ARR_DELAY': -4.095098756400878}, 'BDL': {'FLIGHT_VOLUME': 510.0, 'ARR_DELAY': 16.219607843137254}, 'CLT': {'FLIGHT_VOLUME': 724.0, 'ARR_DELAY': -3.929558011049724}, 'ISP': {'FLIGHT_VOLUME': 127.0, 'ARR_DELAY': 22.88976377952756}, 'MDW': {'FLIGHT_VOLUME': 232.0, 'ARR_DELAY': 9.60344827586207}, 'SFB': {'FLIGHT_VOLUME': 139.0, 'ARR_DELAY': 35.96402877697842}, 'JFK': {'FLIGHT_VOLUME': 2689.0, 'ARR_DELAY': 1.4682037932316847}, 'HOU': {'FLIGHT_VOLUME': 148.0, 'ARR_DELAY': 0.46621621621621623}, 'STT': {'FLIGHT_VOLUME': 684.0, 'ARR_DELAY': 9.029239766081872}, 'STX': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 8.591780821917808}}"
SLC,"{'EWR': {'FLIGHT_VOLUME': 776.0, 'ARR_DELAY': 28.699742268041238}, 'RDU': {'FLIGHT_VOLUME': 327.0, 'ARR_DELAY': -3.46177370030581}, 'EUG': {'FLIGHT_VOLUME': 97.0, 'ARR_DELAY': -1.9175257731958764}, 'IAD': {'FLIGHT_VOLUME': 297.0, 'ARR_DELAY': 2.8754208754208754}, 'BOS': {'FLIGHT_VOLUME': 1158.0, 'ARR_DELAY': 1.9732297063903281}, 'SAT': {'FLIGHT_VOLUME': 705.0, 'ARR_DELAY': -2.321985815602837}, 'SFO': {'FLIGHT_VOLUME': 3503.0, 'ARR_DELAY': 7.733085926348844}, 'IAH': {'FLIGHT_VOLUME': 2563.0, 'ARR_DELAY': 3.433086227077643}, 'LAS': {'FLIGHT_VOLUME': 3714.0, 'ARR_DELAY': -0.11120086160473883}, 'PHX': {'FLIGHT_VOLUME': 4667.0, 'ARR_DELAY': 2.5425326762374114}, 'CLE': {'FLIGHT_VOLUME': 150.0, 'ARR_DELAY': 3.973333333333333}, 'DEN': {'FLIGHT_VOLUME': 7614.0, 'ARR_DELAY': 0.8857368006304176}, 'SMF': {'FLIGHT_VOLUME': 1787.0, 'ARR_DELAY': -1.3256855064353665}, 'SAN': {'FLIGHT_VOLUME': 2592.0, 'ARR_DELAY': -2.4791666666666665}, 'MCO': {'FLIGHT_VOLUME': 1310.0, 'ARR_DELAY': 1.651145038167939}, 'FLL': {'FLIGHT_VOLUME': 737.0, 'ARR_DELAY': 1.1492537313432836}, 'PIT': {'FLIGHT_VOLUME': 156.0, 'ARR_DELAY': -0.08974358974358974}, 'RSW': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': -19.214285714285715}, 'SEA': {'FLIGHT_VOLUME': 4151.0, 'ARR_DELAY': 1.9551915201156347}, 'DTW': {'FLIGHT_VOLUME': 1476.0, 'ARR_DELAY': -1.7730352303523036}, 'BNA': {'FLIGHT_VOLUME': 359.0, 'ARR_DELAY': -2.445682451253482}, 'RNO': {'FLIGHT_VOLUME': 1502.0, 'ARR_DELAY': -2.4613848202396804}, 'MCI': {'FLIGHT_VOLUME': 994.0, 'ARR_DELAY': -2.9114688128772634}, 'ORD': {'FLIGHT_VOLUME': 3658.0, 'ARR_DELAY': 8.667851284855113}, 'MSY': {'FLIGHT_VOLUME': 348.0, 'ARR_DELAY': -4.454022988505747}, 'MSN': {'FLIGHT_VOLUME': 311.0, 'ARR_DELAY': -0.8617363344051447}, 'DFW': {'FLIGHT_VOLUME': 3713.0, 'ARR_DELAY': 1.288446000538648}, 'LAX': {'FLIGHT_VOLUME': 5751.0, 'ARR_DELAY': 1.2663884541818815}, 'ONT': {'FLIGHT_VOLUME': 946.0, 'ARR_DELAY': -5.290697674418604}, 'SJC': {'FLIGHT_VOLUME': 2176.0, 'ARR_DELAY': -5.012867647058823}, 'SNA': {'FLIGHT_VOLUME': 1729.0, 'ARR_DELAY': -5.047426257952574}, 'PDX': {'FLIGHT_VOLUME': 2810.0, 'ARR_DELAY': -3.3491103202846975}, 'MIA': {'FLIGHT_VOLUME': 85.0, 'ARR_DELAY': 14.929411764705883}, 'MSP': {'FLIGHT_VOLUME': 1957.0, 'ARR_DELAY': -1.4328053142565151}, 'CVG': {'FLIGHT_VOLUME': 536.0, 'ARR_DELAY': -1.5298507462686568}, 'AUS': {'FLIGHT_VOLUME': 924.0, 'ARR_DELAY': -2.9816017316017316}, 'IND': {'FLIGHT_VOLUME': 320.0, 'ARR_DELAY': 0.065625}, 'TPA': {'FLIGHT_VOLUME': 264.0, 'ARR_DELAY': 0.07954545454545454}, 'BWI': {'FLIGHT_VOLUME': 977.0, 'ARR_DELAY': -1.8689866939611055}, 'DCA': {'FLIGHT_VOLUME': 364.0, 'ARR_DELAY': -2.8434065934065935}, 'PHL': {'FLIGHT_VOLUME': 503.0, 'ARR_DELAY': -4.349900596421471}, 'ATL': {'FLIGHT_VOLUME': 3060.0, 'ARR_DELAY': 1.2290849673202615}, 'ABQ': {'FLIGHT_VOLUME': 506.0, 'ARR_DELAY': -0.6976284584980237}, 'DSM': {'FLIGHT_VOLUME': 333.0, 'ARR_DELAY': -1.3783783783783783}, 'OGG': {'FLIGHT_VOLUME': 73.0, 'ARR_DELAY': 16.19178082191781}, 'FAT': {'FLIGHT_VOLUME': 1030.0, 'ARR_DELAY': -4.866990291262136}, 'HNL': {'FLIGHT_VOLUME': 360.0, 'ARR_DELAY': 1.8055555555555556}, 'BUR': {'FLIGHT_VOLUME': 1218.0, 'ARR_DELAY': 0.5788177339901478}, 'OKC': {'FLIGHT_VOLUME': 701.0, 'ARR_DELAY': -0.7689015691868759}, 'STL': {'FLIGHT_VOLUME': 792.0, 'ARR_DELAY': 0.2398989898989899}, 'OMA': {'FLIGHT_VOLUME': 594.0, 'ARR_DELAY': -2.0555555555555554}, 'PSP': {'FLIGHT_VOLUME': 983.0, 'ARR_DELAY': -2.0335707019328586}, 'ANC': {'FLIGHT_VOLUME': 58.0, 'ARR_DELAY': 0.20689655172413793}, 'MFR': {'FLIGHT_VOLUME': 449.0, 'ARR_DELAY': 4.202672605790646}, 'TUS': {'FLIGHT_VOLUME': 896.0, 'ARR_DELAY': -2.318080357142857}, 'GEG': {'FLIGHT_VOLUME': 1344.0, 'ARR_DELAY': -4.855654761904762}, 'BIL': {'FLIGHT_VOLUME': 1064.0, 'ARR_DELAY': -2.044172932330827}, 'BZN': {'FLIGHT_VOLUME': 949.0, 'ARR_DELAY': -5.129610115911486}, 'BOI': {'FLIGHT_VOLUME': 2182.0, 'ARR_DELAY': -0.535288725939505}, 'CLT': {'FLIGHT_VOLUME': 749.0, 'ARR_DELAY': -4.222963951935914}, 'COS': {'FLIGHT_VOLUME': 659.0, 'ARR_DELAY': 0.7192716236722306}, 'ELP': {'FLIGHT_VOLUME': 74.0, 'ARR_DELAY': -5.95945945945946}, 'MKE': {'FLIGHT_VOLUME': 312.0, 'ARR_DELAY': 5.269230769230769}, 'TUL': {'FLIGHT_VOLUME': 425.0, 'ARR_DELAY': -2.715294117647059}, 'JAC': {'FLIGHT_VOLUME': 1004.0, 'ARR_DELAY': 0.43326693227091634}, 'MTJ': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': -4.357142857142857}, 'MDW': {'FLIGHT_VOLUME': 759.0, 'ARR_DELAY': 1.7378129117259553}, 'IDA': {'FLIGHT_VOLUME': 1337.0, 'ARR_DELAY': -2.255796559461481}, 'MSO': {'FLIGHT_VOLUME': 1084.0, 'ARR_DELAY': -2.7038745387453873}, 'OAK': {'FLIGHT_VOLUME': 2176.0, 'ARR_DELAY': -2.332720588235294}, 'RAP': {'FLIGHT_VOLUME': 467.0, 'ARR_DELAY': -5.169164882226981}, 'GTF': {'FLIGHT_VOLUME': 964.0, 'ARR_DELAY': -9.1701244813278}, 'PSC': {'FLIGHT_VOLUME': 638.0, 'ARR_DELAY': -4.2492163009404385}, 'FCA': {'FLIGHT_VOLUME': 950.0, 'ARR_DELAY': -2.68}, 'GJT': {'FLIGHT_VOLUME': 1049.0, 'ARR_DELAY': -7.38322211630124}, 'JFK': {'FLIGHT_VOLUME': 1993.0, 'ARR_DELAY': 1.5810336176618163}, 'HOU': {'FLIGHT_VOLUME': 98.0, 'ARR_DELAY': -1.0204081632653061}, 'ASE': {'FLIGHT_VOLUME': 740.0, 'ARR_DELAY': 2.901351351351351}, 'HLN': {'FLIGHT_VOLUME': 925.0, 'ARR_DELAY': -4.058378378378379}, 'RDM': {'FLIGHT_VOLUME': 461.0, 'ARR_DELAY': -2.052060737527115}, 'COD': {'FLIGHT_VOLUME': 357.0, 'ARR_DELAY': -4.873949579831932}, 'LWS': {'FLIGHT_VOLUME': 717.0, 'ARR_DELAY': -7.577405857740586}, 'PIH': {'FLIGHT_VOLUME': 1262.0, 'ARR_DELAY': -3.037242472266244}, 'CPR': {'FLIGHT_VOLUME': 707.0, 'ARR_DELAY': -10.435643564356436}, 'BTM': {'FLIGHT_VOLUME': 677.0, 'ARR_DELAY': -8.6794682422452}, 'CDC': {'FLIGHT_VOLUME': 623.0, 'ARR_DELAY': 4.79454253611557}, 'EKO': {'FLIGHT_VOLUME': 647.0, 'ARR_DELAY': -6.241112828438949}, 'SGU': {'FLIGHT_VOLUME': 1336.0, 'ARR_DELAY': -0.9423652694610778}, 'TWF': {'FLIGHT_VOLUME': 1172.0, 'ARR_DELAY': -2.5349829351535837}, 'LGB': {'FLIGHT_VOLUME': 2540.0, 'ARR_DELAY': 3.0228346456692914}, 'EGE': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': 24.0}, 'DAL': {'FLIGHT_VOLUME': 378.0, 'ARR_DELAY': -1.507936507936508}, 'SUN': {'FLIGHT_VOLUME': 894.0, 'ARR_DELAY': -2.302013422818792}, 'WYS': {'FLIGHT_VOLUME': 239.0, 'ARR_DELAY': 3.0376569037656904}}"
SLN,"{'ORD': {'FLIGHT_VOLUME': 230.0, 'ARR_DELAY': 50.14782608695652}, 'HYS': {'FLIGHT_VOLUME': 455.0, 'ARR_DELAY': 11.843956043956045}}"
